interaction_id,location,time_of_day,weather
5283,New York,Evening,Rainy
5284,Houston,Morning,Sunny
5285,San Francisco,Evening,Rainy
5286,Los Angeles,Night,Rainy
5287,Houston,Afternoon,Snowy
5288,Los Angeles,Night,Rainy
5289,Los Angeles,Night,Snowy
5290,Chicago,Afternoon,Snowy
5291,Los Angeles,Morning,Cloudy
5292,Los Angeles,Afternoon,Cloudy
5293,New York,Evening,Snowy
5294,New York,Morning,Sunny
5295,San Francisco,Morning,Rainy
5296,New York,Afternoon,Snowy
5297,Los Angeles,Night,Rainy
5298,New York,Afternoon,Rainy
5299,Houston,Night,Rainy
5300,San Francisco,Night,Sunny
5301,Houston,Morning,Snowy
5302,San Francisco,Afternoon,Cloudy
5303,Los Angeles,Morning,Cloudy
5304,New York,Evening,Cloudy
5305,New York,Evening,Sunny
5306,Chicago,Morning,Snowy
5307,New York,Night,Sunny
5308,New York,Afternoon,Sunny
5309,San Francisco,Evening,Sunny
5310,New York,Morning,Cloudy
5311,Houston,Evening,Snowy
5312,San Francisco,Afternoon,Snowy
5313,Houston,Morning,Snowy
5314,San Francisco,Evening,Snowy
5315,Chicago,Afternoon,Cloudy
5316,New York,Night,Snowy
5317,Los Angeles,Night,Sunny
5318,Houston,Morning,Rainy
5319,New York,Evening,Sunny
5320,Chicago,Evening,Snowy
5321,San Francisco,Morning,Sunny
5322,Los Angeles,Night,Rainy
5323,Los Angeles,Night,Cloudy
5324,Chicago,Morning,Cloudy
5325,Los Angeles,Morning,Sunny
5326,San Francisco,Evening,Sunny
5327,Houston,Evening,Snowy
5328,Chicago,Afternoon,Snowy
5329,Houston,Afternoon,Snowy
5330,San Francisco,Morning,Rainy
5331,Los Angeles,Afternoon,Cloudy
5332,Chicago,Night,Cloudy
5333,Houston,Night,Cloudy
5334,San Francisco,Morning,Snowy
5335,Houston,Morning,Rainy
5336,Chicago,Morning,Rainy
5337,Chicago,Morning,Sunny
5338,New York,Morning,Cloudy
5339,Chicago,Morning,Cloudy
5340,Houston,Evening,Cloudy
5341,Los Angeles,Night,Sunny
5342,Los Angeles,Night,Snowy
5343,San Francisco,Afternoon,Rainy
5344,San Francisco,Morning,Cloudy
5345,San Francisco,Night,Snowy
5346,Chicago,Night,Cloudy
5347,Los Angeles,Night,Cloudy
5348,Houston,Morning,Sunny
5349,Houston,Morning,Cloudy
5350,Chicago,Evening,Snowy
5351,Chicago,Night,Sunny
5352,Houston,Afternoon,Cloudy
5353,New York,Morning,Cloudy
5354,Chicago,Afternoon,Sunny
5355,Chicago,Morning,Sunny
5356,Houston,Evening,Snowy
5357,Los Angeles,Evening,Cloudy
5358,New York,Morning,Snowy
5359,Chicago,Evening,Sunny
5360,Los Angeles,Night,Snowy
5361,San Francisco,Afternoon,Snowy
5362,Houston,Evening,Cloudy
5363,Chicago,Evening,Snowy
5364,San Francisco,Evening,Snowy
5365,Los Angeles,Morning,Rainy
5366,San Francisco,Morning,Cloudy
5367,Los Angeles,Morning,Cloudy
5368,Los Angeles,Afternoon,Snowy
5369,Chicago,Evening,Cloudy
5370,San Francisco,Night,Snowy
5371,Houston,Evening,Snowy
5372,Los Angeles,Evening,Rainy
5373,Los Angeles,Night,Rainy
5374,San Francisco,Night,Sunny
5375,Houston,Evening,Rainy
5376,Houston,Morning,Snowy
5377,New York,Evening,Snowy
5378,Chicago,Morning,Sunny
5379,Chicago,Evening,Cloudy
5380,San Francisco,Afternoon,Rainy
5381,Chicago,Evening,Snowy
5382,Los Angeles,Afternoon,Cloudy
5383,New York,Evening,Cloudy
5384,San Francisco,Afternoon,Cloudy
5385,Chicago,Night,Cloudy
5386,Chicago,Afternoon,Cloudy
5387,Chicago,Afternoon,Sunny
5388,Los Angeles,Morning,Snowy
5389,Chicago,Night,Snowy
5390,Chicago,Night,Rainy
5391,Houston,Morning,Cloudy
5392,New York,Night,Cloudy
5393,Los Angeles,Evening,Sunny
5394,Los Angeles,Night,Cloudy
5395,San Francisco,Afternoon,Cloudy
5396,San Francisco,Evening,Snowy
5397,Chicago,Afternoon,Rainy
5398,Los Angeles,Evening,Sunny
5399,Los Angeles,Evening,Rainy
5400,Houston,Evening,Snowy
5401,Chicago,Morning,Snowy
5402,Chicago,Afternoon,Cloudy
5403,Chicago,Evening,Cloudy
5404,New York,Evening,Rainy
5405,San Francisco,Evening,Rainy
5406,Los Angeles,Evening,Cloudy
5407,Los Angeles,Evening,Sunny
5408,New York,Morning,Rainy
5409,Chicago,Afternoon,Cloudy
5410,Houston,Night,Sunny
5411,Los Angeles,Morning,Cloudy
5412,Los Angeles,Morning,Snowy
5413,Houston,Evening,Rainy
5414,New York,Night,Rainy
5415,New York,Evening,Sunny
5416,San Francisco,Morning,Rainy
5417,New York,Night,Cloudy
5418,San Francisco,Afternoon,Cloudy
5419,Los Angeles,Evening,Snowy
5420,New York,Morning,Snowy
5421,Los Angeles,Night,Snowy
5422,San Francisco,Morning,Sunny
5423,Los Angeles,Afternoon,Sunny
5424,Houston,Evening,Sunny
5425,Los Angeles,Night,Rainy
5426,Chicago,Evening,Rainy
5427,Chicago,Night,Snowy
5428,New York,Night,Cloudy
5429,Los Angeles,Night,Snowy
5430,Houston,Afternoon,Sunny
5431,Chicago,Afternoon,Rainy
5432,Chicago,Night,Cloudy
5433,Houston,Evening,Rainy
5434,Los Angeles,Night,Snowy
5435,New York,Night,Sunny
5436,Houston,Night,Sunny
5437,Chicago,Morning,Cloudy
5438,Houston,Night,Snowy
5439,Los Angeles,Afternoon,Rainy
5440,New York,Evening,Rainy
5441,San Francisco,Evening,Cloudy
5442,San Francisco,Night,Sunny
5443,New York,Night,Snowy
5444,San Francisco,Night,Snowy
5445,Houston,Afternoon,Rainy
5446,New York,Afternoon,Snowy
5447,Los Angeles,Morning,Sunny
5448,Chicago,Afternoon,Cloudy
5449,Los Angeles,Evening,Sunny
5450,San Francisco,Morning,Sunny
5451,Houston,Evening,Cloudy
5452,Los Angeles,Afternoon,Rainy
5453,Chicago,Night,Rainy
5454,New York,Evening,Cloudy
5455,Chicago,Morning,Sunny
5456,San Francisco,Morning,Cloudy
5457,Chicago,Evening,Sunny
5458,Houston,Afternoon,Rainy
5459,Chicago,Afternoon,Cloudy
5460,Los Angeles,Night,Cloudy
5461,Houston,Evening,Sunny
5462,Houston,Night,Snowy
5463,New York,Morning,Cloudy
5464,Chicago,Afternoon,Snowy
5465,Los Angeles,Morning,Rainy
5466,Houston,Evening,Cloudy
5467,Chicago,Night,Sunny
5468,Houston,Afternoon,Rainy
5469,New York,Morning,Sunny
5470,Los Angeles,Afternoon,Sunny
5471,Houston,Morning,Snowy
5472,Los Angeles,Morning,Cloudy
5473,New York,Night,Rainy
5474,Houston,Afternoon,Cloudy
5475,Los Angeles,Night,Snowy
5476,Chicago,Afternoon,Sunny
5477,Chicago,Afternoon,Snowy
5478,Los Angeles,Night,Sunny
5479,Los Angeles,Night,Cloudy
5480,Chicago,Evening,Sunny
5481,Houston,Night,Rainy
5482,Houston,Afternoon,Sunny
5483,Los Angeles,Afternoon,Rainy
5484,Los Angeles,Afternoon,Snowy
5485,Los Angeles,Afternoon,Rainy
5486,New York,Afternoon,Sunny
5487,Houston,Night,Snowy
5488,Chicago,Morning,Cloudy
5489,New York,Afternoon,Sunny
5490,Houston,Evening,Rainy
5491,Los Angeles,Afternoon,Sunny
5492,San Francisco,Morning,Cloudy
5493,Los Angeles,Morning,Rainy
5494,Houston,Evening,Snowy
5495,Chicago,Morning,Rainy
5496,Chicago,Evening,Cloudy
5497,San Francisco,Afternoon,Cloudy
5498,Los Angeles,Morning,Snowy
5499,New York,Afternoon,Sunny
5500,San Francisco,Night,Sunny
5501,New York,Evening,Sunny
5502,Los Angeles,Night,Sunny
5503,Houston,Morning,Cloudy
5504,San Francisco,Morning,Rainy
5505,Los Angeles,Morning,Rainy
5506,Chicago,Afternoon,Snowy
5507,Chicago,Night,Rainy
5508,Los Angeles,Evening,Snowy
5509,Chicago,Morning,Rainy
5510,San Francisco,Night,Sunny
5511,Chicago,Afternoon,Rainy
5512,Houston,Evening,Rainy
5513,Los Angeles,Night,Sunny
5514,Chicago,Night,Cloudy
5515,Chicago,Afternoon,Snowy
5516,Chicago,Afternoon,Snowy
5517,Los Angeles,Afternoon,Cloudy
5518,New York,Morning,Rainy
5519,San Francisco,Morning,Snowy
5520,Los Angeles,Afternoon,Snowy
5521,Houston,Morning,Sunny
5522,Chicago,Afternoon,Sunny
5523,New York,Night,Cloudy
5524,San Francisco,Night,Sunny
5525,Chicago,Night,Sunny
5526,New York,Night,Cloudy
5527,Chicago,Evening,Cloudy
5528,San Francisco,Afternoon,Cloudy
5529,Houston,Evening,Cloudy
5530,Chicago,Night,Rainy
5531,New York,Afternoon,Cloudy
5532,Chicago,Evening,Rainy
5533,San Francisco,Night,Snowy
5534,New York,Afternoon,Snowy
5535,San Francisco,Evening,Rainy
5536,New York,Night,Rainy
5537,San Francisco,Morning,Sunny
5538,Houston,Afternoon,Cloudy
5539,New York,Afternoon,Sunny
5540,Chicago,Night,Cloudy
5541,San Francisco,Evening,Snowy
5542,Houston,Evening,Snowy
5543,New York,Morning,Snowy
5544,San Francisco,Afternoon,Rainy
5545,New York,Evening,Cloudy
5546,Houston,Afternoon,Sunny
5547,Chicago,Morning,Snowy
5548,San Francisco,Afternoon,Sunny
5549,New York,Afternoon,Snowy
5550,Los Angeles,Afternoon,Sunny
5551,Los Angeles,Night,Rainy
5552,Los Angeles,Night,Rainy
5553,New York,Morning,Snowy
5554,Chicago,Afternoon,Snowy
5555,Houston,Night,Snowy
5556,San Francisco,Morning,Snowy
5557,Chicago,Evening,Sunny
5558,San Francisco,Afternoon,Sunny
5559,Houston,Night,Rainy
5560,Los Angeles,Afternoon,Sunny
5561,Houston,Morning,Rainy
5562,Chicago,Afternoon,Sunny
5563,San Francisco,Evening,Cloudy
5564,Los Angeles,Afternoon,Snowy
5565,Houston,Afternoon,Snowy
5566,Houston,Night,Rainy
5567,Chicago,Morning,Sunny
5568,Los Angeles,Morning,Cloudy
5569,Los Angeles,Night,Snowy
5570,Los Angeles,Afternoon,Snowy
5571,Los Angeles,Evening,Rainy
5572,San Francisco,Night,Cloudy
5573,New York,Evening,Snowy
5574,Houston,Afternoon,Rainy
5575,San Francisco,Night,Cloudy
5576,Chicago,Afternoon,Cloudy
5577,Los Angeles,Morning,Sunny
5578,Chicago,Evening,Sunny
5579,San Francisco,Evening,Cloudy
5580,Chicago,Morning,Sunny
5581,San Francisco,Evening,Snowy
5582,Los Angeles,Afternoon,Snowy
5583,Chicago,Evening,Sunny
5584,San Francisco,Night,Sunny
5585,Los Angeles,Night,Cloudy
5586,San Francisco,Morning,Cloudy
5587,Los Angeles,Afternoon,Cloudy
5588,Houston,Night,Rainy
5589,Houston,Evening,Rainy
5590,Chicago,Evening,Sunny
5591,Houston,Afternoon,Cloudy
5592,Chicago,Night,Rainy
5593,San Francisco,Night,Sunny
5594,Chicago,Morning,Cloudy
5595,Chicago,Morning,Sunny
5596,Los Angeles,Night,Rainy
5597,New York,Afternoon,Cloudy
5598,Houston,Morning,Cloudy
5599,San Francisco,Evening,Snowy
5600,Houston,Afternoon,Snowy
5601,New York,Morning,Sunny
5602,New York,Morning,Rainy
5603,Chicago,Morning,Cloudy
5604,Houston,Night,Rainy
5605,Los Angeles,Afternoon,Snowy
5606,Los Angeles,Morning,Snowy
5607,Los Angeles,Night,Snowy
5608,San Francisco,Evening,Cloudy
5609,San Francisco,Morning,Rainy
5610,Los Angeles,Night,Rainy
5611,Chicago,Morning,Snowy
5612,Chicago,Evening,Cloudy
5613,Chicago,Evening,Cloudy
5614,Houston,Evening,Sunny
5615,Houston,Night,Rainy
5616,Los Angeles,Night,Snowy
5617,New York,Afternoon,Sunny
5618,Chicago,Evening,Sunny
5619,Chicago,Morning,Snowy
5620,San Francisco,Afternoon,Sunny
5621,New York,Evening,Rainy
5622,Chicago,Morning,Sunny
5623,Los Angeles,Night,Sunny
5624,San Francisco,Afternoon,Snowy
5625,Los Angeles,Night,Rainy
5626,Chicago,Night,Sunny
5627,San Francisco,Evening,Rainy
5628,Los Angeles,Afternoon,Cloudy
5629,Los Angeles,Night,Sunny
5630,Los Angeles,Evening,Sunny
5631,Houston,Evening,Cloudy
5632,Los Angeles,Afternoon,Sunny
5633,Chicago,Night,Sunny
5634,Chicago,Morning,Rainy
5635,Los Angeles,Morning,Sunny
5636,New York,Morning,Sunny
5637,Los Angeles,Afternoon,Cloudy
5638,New York,Afternoon,Rainy
5639,Houston,Morning,Sunny
5640,New York,Morning,Rainy
5641,San Francisco,Morning,Cloudy
5642,San Francisco,Evening,Rainy
5643,Chicago,Night,Sunny
5644,Los Angeles,Evening,Snowy
5645,New York,Evening,Rainy
5646,San Francisco,Night,Rainy
5647,New York,Night,Snowy
5648,Chicago,Afternoon,Rainy
5649,San Francisco,Morning,Sunny
5650,Chicago,Evening,Cloudy
5651,New York,Evening,Cloudy
5652,San Francisco,Afternoon,Rainy
5653,Los Angeles,Evening,Sunny
5654,Chicago,Night,Cloudy
5655,San Francisco,Night,Cloudy
5656,Chicago,Evening,Sunny
5657,Houston,Afternoon,Sunny
5658,Chicago,Evening,Rainy
5659,Los Angeles,Afternoon,Cloudy
5660,New York,Evening,Cloudy
5661,Chicago,Morning,Sunny
5662,Houston,Afternoon,Snowy
5663,San Francisco,Evening,Rainy
5664,San Francisco,Morning,Snowy
5665,San Francisco,Afternoon,Sunny
5666,Houston,Evening,Rainy
5667,Houston,Afternoon,Sunny
5668,Los Angeles,Night,Rainy
5669,Houston,Afternoon,Sunny
5670,San Francisco,Evening,Snowy
5671,Houston,Evening,Snowy
5672,New York,Morning,Cloudy
5673,Houston,Afternoon,Snowy
5674,San Francisco,Morning,Cloudy
5675,Chicago,Night,Snowy
5676,San Francisco,Morning,Rainy
5677,Chicago,Morning,Cloudy
5678,Los Angeles,Night,Snowy
5679,Chicago,Afternoon,Snowy
5680,New York,Morning,Rainy
5681,San Francisco,Evening,Rainy
5682,Los Angeles,Morning,Rainy
5683,Houston,Evening,Snowy
5684,San Francisco,Night,Rainy
5685,Houston,Morning,Snowy
5686,New York,Night,Sunny
5687,San Francisco,Evening,Sunny
5688,Los Angeles,Afternoon,Snowy
5689,Chicago,Morning,Rainy
5690,New York,Evening,Cloudy
5691,Chicago,Night,Rainy
5692,Houston,Afternoon,Snowy
5693,Houston,Evening,Sunny
5694,Houston,Night,Snowy
5695,San Francisco,Morning,Cloudy
5696,Los Angeles,Morning,Snowy
5697,San Francisco,Evening,Snowy
5698,San Francisco,Morning,Rainy
5699,San Francisco,Night,Rainy
5700,New York,Evening,Snowy
5701,New York,Night,Sunny
5702,Chicago,Afternoon,Sunny
5703,Chicago,Night,Snowy
5704,Chicago,Morning,Cloudy
5705,Chicago,Night,Rainy
5706,New York,Evening,Snowy
5707,New York,Afternoon,Sunny
5708,Los Angeles,Evening,Snowy
5709,Los Angeles,Evening,Cloudy
5710,Houston,Morning,Snowy
5711,Houston,Night,Snowy
5712,Houston,Afternoon,Snowy
5713,New York,Evening,Cloudy
5714,Houston,Afternoon,Cloudy
5715,New York,Morning,Snowy
5716,New York,Morning,Rainy
5717,San Francisco,Night,Cloudy
5718,Los Angeles,Night,Snowy
5719,Los Angeles,Night,Rainy
5720,Los Angeles,Night,Rainy
5721,Houston,Evening,Sunny
5722,New York,Evening,Sunny
5723,Houston,Morning,Sunny
5724,Los Angeles,Evening,Cloudy
5725,Houston,Morning,Cloudy
5726,Houston,Evening,Cloudy
5727,New York,Night,Snowy
5728,Houston,Morning,Rainy
5729,Houston,Night,Cloudy
5730,Chicago,Morning,Rainy
5731,New York,Morning,Rainy
5732,San Francisco,Morning,Sunny
5733,Houston,Morning,Sunny
5734,Los Angeles,Evening,Cloudy
5735,Houston,Night,Cloudy
5736,Los Angeles,Afternoon,Rainy
5737,New York,Evening,Cloudy
5738,Chicago,Morning,Sunny
5739,Houston,Afternoon,Rainy
5740,New York,Afternoon,Cloudy
5741,Chicago,Morning,Snowy
5742,San Francisco,Evening,Sunny
5743,San Francisco,Morning,Sunny
5744,New York,Afternoon,Cloudy
5745,New York,Morning,Sunny
5746,Los Angeles,Morning,Rainy
5747,Chicago,Night,Rainy
5748,Houston,Night,Cloudy
5749,Houston,Morning,Sunny
5750,San Francisco,Afternoon,Cloudy
5751,Chicago,Night,Cloudy
5752,Chicago,Morning,Snowy
5753,Houston,Morning,Cloudy
5754,New York,Evening,Sunny
5755,San Francisco,Morning,Rainy
5756,San Francisco,Afternoon,Rainy
5757,San Francisco,Evening,Sunny
5758,Los Angeles,Night,Rainy
5759,Los Angeles,Evening,Cloudy
5760,San Francisco,Night,Rainy
5761,Los Angeles,Afternoon,Sunny
5762,New York,Morning,Cloudy
5763,Houston,Night,Rainy
5764,Houston,Evening,Sunny
5765,Houston,Morning,Cloudy
5766,Chicago,Night,Sunny
5767,Chicago,Morning,Rainy
5768,Los Angeles,Morning,Cloudy
5769,Houston,Afternoon,Cloudy
5770,Chicago,Evening,Snowy
5771,New York,Afternoon,Snowy
5772,Los Angeles,Morning,Sunny
5773,Houston,Night,Cloudy
5774,Houston,Evening,Snowy
5775,Houston,Morning,Sunny
5776,San Francisco,Night,Sunny
5777,Chicago,Night,Cloudy
5778,Chicago,Night,Sunny
5779,San Francisco,Afternoon,Rainy
5780,Chicago,Afternoon,Rainy
5781,Chicago,Night,Cloudy
5782,San Francisco,Evening,Snowy
5783,Los Angeles,Night,Cloudy
5784,Chicago,Evening,Snowy
5785,New York,Night,Cloudy
5786,San Francisco,Afternoon,Rainy
5787,Chicago,Morning,Sunny
5788,New York,Evening,Cloudy
5789,Houston,Evening,Rainy
5790,Chicago,Night,Cloudy
5791,Chicago,Night,Cloudy
5792,Los Angeles,Evening,Cloudy
5793,San Francisco,Night,Rainy
5794,Houston,Afternoon,Snowy
5795,Los Angeles,Evening,Snowy
5796,Los Angeles,Morning,Snowy
5797,Chicago,Afternoon,Rainy
5798,San Francisco,Afternoon,Cloudy
5799,New York,Evening,Cloudy
5800,San Francisco,Morning,Rainy
5801,Houston,Evening,Sunny
5802,San Francisco,Afternoon,Snowy
5803,San Francisco,Evening,Snowy
5804,Chicago,Night,Rainy
5805,San Francisco,Morning,Rainy
5806,Los Angeles,Afternoon,Sunny
5807,Houston,Evening,Snowy
5808,Houston,Evening,Rainy
5809,Los Angeles,Morning,Rainy
5810,New York,Morning,Rainy
5811,San Francisco,Afternoon,Sunny
5812,Los Angeles,Morning,Cloudy
5813,Los Angeles,Morning,Sunny
5814,New York,Afternoon,Cloudy
5815,Los Angeles,Night,Cloudy
5816,Houston,Afternoon,Cloudy
5817,Houston,Night,Snowy
5818,Chicago,Morning,Snowy
5819,New York,Afternoon,Rainy
5820,San Francisco,Afternoon,Sunny
5821,Chicago,Evening,Cloudy
5822,San Francisco,Morning,Sunny
5823,Chicago,Evening,Sunny
5824,New York,Afternoon,Sunny
5825,Houston,Afternoon,Cloudy
5826,San Francisco,Evening,Cloudy
5827,Chicago,Afternoon,Rainy
5828,New York,Afternoon,Rainy
5829,Los Angeles,Morning,Sunny
5830,San Francisco,Morning,Sunny
5831,Chicago,Afternoon,Sunny
5832,Chicago,Morning,Snowy
5833,San Francisco,Evening,Snowy
5834,Houston,Evening,Sunny
5835,Houston,Evening,Rainy
5836,Los Angeles,Morning,Cloudy
5837,Houston,Afternoon,Rainy
5838,Chicago,Night,Sunny
5839,Chicago,Evening,Snowy
5840,Los Angeles,Evening,Snowy
5841,Los Angeles,Evening,Sunny
5842,Los Angeles,Morning,Rainy
5843,San Francisco,Morning,Rainy
5844,New York,Evening,Rainy
5845,Houston,Morning,Cloudy
5846,New York,Night,Snowy
5847,Houston,Afternoon,Cloudy
5848,Houston,Night,Rainy
5849,Los Angeles,Morning,Snowy
5850,Los Angeles,Evening,Sunny
5851,Los Angeles,Night,Cloudy
5852,New York,Afternoon,Rainy
5853,San Francisco,Morning,Sunny
5854,Los Angeles,Afternoon,Rainy
5855,San Francisco,Night,Snowy
5856,Chicago,Evening,Rainy
5857,New York,Night,Sunny
5858,Chicago,Morning,Snowy
5859,Los Angeles,Afternoon,Rainy
5860,Chicago,Morning,Cloudy
5861,Houston,Night,Cloudy
5862,Chicago,Afternoon,Cloudy
5863,Houston,Afternoon,Cloudy
5864,New York,Morning,Cloudy
5865,Houston,Evening,Snowy
5866,Los Angeles,Evening,Rainy
5867,San Francisco,Night,Rainy
5868,Houston,Evening,Snowy
5869,San Francisco,Morning,Sunny
5870,Houston,Morning,Sunny
5871,New York,Night,Sunny
5872,San Francisco,Afternoon,Sunny
5873,New York,Evening,Rainy
5874,New York,Afternoon,Snowy
5875,Houston,Evening,Cloudy
5876,New York,Night,Sunny
5877,Los Angeles,Evening,Snowy
5878,New York,Night,Cloudy
5879,Chicago,Morning,Snowy
5880,Los Angeles,Night,Rainy
5881,Los Angeles,Morning,Rainy
5882,Houston,Night,Cloudy
5883,San Francisco,Afternoon,Rainy
5884,San Francisco,Night,Sunny
5885,Los Angeles,Evening,Snowy
5886,Chicago,Evening,Snowy
5887,San Francisco,Morning,Snowy
5888,San Francisco,Evening,Snowy
5889,Houston,Evening,Sunny
5890,Chicago,Evening,Snowy
5891,Chicago,Evening,Snowy
5892,New York,Night,Sunny
5893,Los Angeles,Morning,Rainy
5894,New York,Morning,Cloudy
5895,Chicago,Night,Rainy
5896,Los Angeles,Evening,Cloudy
5897,Chicago,Evening,Rainy
5898,Chicago,Evening,Snowy
5899,Los Angeles,Evening,Rainy
5900,Chicago,Morning,Snowy
5901,Los Angeles,Evening,Sunny
5902,New York,Afternoon,Snowy
5903,Houston,Afternoon,Cloudy
5904,New York,Afternoon,Sunny
5905,Los Angeles,Morning,Sunny
5906,San Francisco,Night,Cloudy
5907,San Francisco,Morning,Sunny
5908,Los Angeles,Morning,Sunny
5909,San Francisco,Morning,Snowy
5910,Chicago,Evening,Snowy
5911,New York,Evening,Snowy
5912,New York,Morning,Sunny
5913,Chicago,Afternoon,Rainy
5914,New York,Morning,Rainy
5915,Chicago,Night,Cloudy
5916,Chicago,Evening,Rainy
5917,San Francisco,Morning,Rainy
5918,Los Angeles,Afternoon,Snowy
5919,San Francisco,Morning,Rainy
5920,Chicago,Night,Rainy
5921,New York,Evening,Snowy
5922,Houston,Morning,Rainy
5923,New York,Night,Cloudy
5924,San Francisco,Morning,Rainy
5925,Houston,Night,Sunny
5926,New York,Afternoon,Sunny
5927,San Francisco,Night,Cloudy
5928,Los Angeles,Morning,Snowy
5929,Houston,Night,Rainy
5930,Houston,Afternoon,Snowy
5931,San Francisco,Evening,Sunny
5932,Houston,Evening,Sunny
5933,Chicago,Evening,Cloudy
5934,New York,Night,Sunny
5935,San Francisco,Afternoon,Cloudy
5936,New York,Morning,Rainy
5937,Houston,Evening,Sunny
5938,San Francisco,Evening,Rainy
5939,Chicago,Evening,Cloudy
5940,San Francisco,Night,Cloudy
5941,San Francisco,Night,Rainy
5942,San Francisco,Afternoon,Rainy
5943,Houston,Evening,Cloudy
5944,Los Angeles,Night,Snowy
5945,Houston,Morning,Sunny
5946,Los Angeles,Afternoon,Sunny
5947,Los Angeles,Afternoon,Cloudy
5948,Chicago,Afternoon,Cloudy
5949,New York,Morning,Rainy
5950,San Francisco,Afternoon,Cloudy
5951,San Francisco,Night,Snowy
5952,Chicago,Night,Rainy
5953,San Francisco,Afternoon,Rainy
5954,San Francisco,Evening,Snowy
5955,Houston,Afternoon,Cloudy
5956,Los Angeles,Afternoon,Snowy
5957,Chicago,Morning,Sunny
5958,New York,Evening,Sunny
5959,Chicago,Night,Rainy
5960,Chicago,Evening,Rainy
5961,Houston,Night,Rainy
5962,San Francisco,Afternoon,Sunny
5963,Chicago,Night,Rainy
5964,Chicago,Evening,Snowy
5965,New York,Evening,Sunny
5966,Los Angeles,Morning,Snowy
5967,Chicago,Night,Rainy
5968,Chicago,Morning,Cloudy
5969,Los Angeles,Evening,Sunny
5970,Los Angeles,Night,Cloudy
5971,Chicago,Morning,Sunny
5972,New York,Night,Snowy
5973,Houston,Evening,Cloudy
5974,San Francisco,Night,Sunny
5975,Houston,Evening,Cloudy
5976,New York,Night,Snowy
5977,Chicago,Evening,Rainy
5978,Chicago,Evening,Sunny
5979,Chicago,Afternoon,Cloudy
5980,New York,Morning,Rainy
5981,New York,Morning,Cloudy
5982,New York,Night,Cloudy
5983,New York,Afternoon,Cloudy
5984,San Francisco,Evening,Cloudy
5985,Chicago,Evening,Sunny
5986,Houston,Night,Snowy
5987,Houston,Evening,Snowy
5988,New York,Night,Sunny
5989,Chicago,Afternoon,Cloudy
5990,Houston,Evening,Snowy
5991,Houston,Morning,Snowy
5992,Chicago,Morning,Rainy
5993,San Francisco,Night,Sunny
5994,San Francisco,Morning,Rainy
5995,Chicago,Night,Cloudy
5996,Houston,Evening,Snowy
5997,Chicago,Evening,Rainy
5998,Los Angeles,Afternoon,Cloudy
5999,Chicago,Night,Snowy
6000,San Francisco,Evening,Snowy
6001,Los Angeles,Night,Sunny
6002,Los Angeles,Morning,Rainy
6003,Chicago,Morning,Sunny
6004,Chicago,Evening,Snowy
6005,Chicago,Evening,Sunny
6006,San Francisco,Night,Sunny
6007,New York,Afternoon,Rainy
6008,New York,Afternoon,Cloudy
6009,Houston,Night,Cloudy
6010,Los Angeles,Evening,Cloudy
6011,New York,Morning,Sunny
6012,San Francisco,Night,Cloudy
6013,Houston,Evening,Sunny
6014,Chicago,Evening,Rainy
6015,San Francisco,Evening,Sunny
6016,Houston,Evening,Snowy
6017,New York,Afternoon,Snowy
6018,Chicago,Morning,Snowy
6019,San Francisco,Morning,Cloudy
6020,Chicago,Afternoon,Cloudy
6021,San Francisco,Night,Sunny
6022,Houston,Evening,Sunny
6023,Houston,Morning,Sunny
6024,San Francisco,Afternoon,Cloudy
6025,San Francisco,Afternoon,Snowy
6026,New York,Afternoon,Rainy
6027,Houston,Morning,Cloudy
6028,Chicago,Night,Cloudy
6029,Los Angeles,Morning,Rainy
6030,New York,Afternoon,Rainy
6031,Houston,Afternoon,Snowy
6032,Chicago,Afternoon,Rainy
6033,Chicago,Morning,Snowy
6034,Chicago,Evening,Snowy
6035,Los Angeles,Afternoon,Snowy
6036,Houston,Night,Rainy
6037,New York,Morning,Rainy
6038,San Francisco,Morning,Rainy
6039,Houston,Morning,Cloudy
6040,San Francisco,Morning,Rainy
6041,San Francisco,Afternoon,Cloudy
6042,Houston,Night,Snowy
6043,Chicago,Morning,Sunny
6044,New York,Evening,Sunny
6045,Houston,Morning,Cloudy
6046,New York,Morning,Cloudy
6047,Houston,Afternoon,Rainy
6048,San Francisco,Morning,Rainy
6049,Los Angeles,Evening,Rainy
6050,San Francisco,Afternoon,Cloudy
6051,Houston,Evening,Rainy
6052,San Francisco,Evening,Sunny
6053,New York,Morning,Snowy
6054,Houston,Morning,Snowy
6055,New York,Night,Cloudy
6056,Los Angeles,Afternoon,Sunny
6057,Houston,Morning,Rainy
6058,San Francisco,Evening,Cloudy
6059,Los Angeles,Morning,Snowy
6060,Houston,Night,Cloudy
6061,Los Angeles,Morning,Snowy
6062,Houston,Morning,Rainy
6063,New York,Night,Snowy
6064,San Francisco,Evening,Sunny
6065,Houston,Afternoon,Sunny
6066,Los Angeles,Evening,Cloudy
6067,Los Angeles,Afternoon,Snowy
6068,New York,Afternoon,Sunny
6069,San Francisco,Morning,Snowy
6070,Houston,Night,Rainy
6071,New York,Morning,Rainy
6072,Houston,Morning,Rainy
6073,Los Angeles,Evening,Sunny
6074,San Francisco,Night,Rainy
6075,Los Angeles,Night,Sunny
6076,Houston,Evening,Sunny
6077,Houston,Night,Sunny
6078,Houston,Morning,Rainy
6079,New York,Evening,Rainy
